"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE"
"ACHI";5;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0
"ANAR";231;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"ACHI";12;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ANAR";420;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CETE";222;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"PAIN";84;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PUPA";736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CETE";1776;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ANAR";1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"PAIN";63;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"CETE";1887;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PUPA";115;2;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"MESU";17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"PLCO";573;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"CETE";1221;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PUPA";115;0;0;0;0;3;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0
"MESU";11;0;0;0;0;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
"PAIN";21;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"PUPA";322;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"CETE";1443;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"PAIN";42;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"MESU";10;0;0;0;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
"CETE";333;0;0;0;1;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"PUPA";69;0;0;0;0;4;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"MESU";14;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"MESU";22;0;0;0;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
"PUPA";161;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"CETE";1332;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
"PLCO";1146;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"CETE";666;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"PAIN";63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PUPA";161;0;0;0;3;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
"MESU";27;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;15;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";320;0;1;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;2;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;1;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;1;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";320;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";320;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";1920;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";960;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;8;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";960;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";960;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";320;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;1;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"CHFU";1920;0;4;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"CHFU";640;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"CHFU";320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"CHFU";1600;0;4;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"CHFU";640;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;1;0;0;0;0;0;0;0;3;0;4;0;0;0;0
"CHFU";1280;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0
"CHFU";640;0;10;0;0;8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;5;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";320;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0
"CHFU";960;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"CHFU";320;0;10;0;0;20;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";640;0;15;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;10;0;0;20;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";640;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";960;0;10;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0
"CHFU";1280;0;8;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;5;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;10;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";960;0;10;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"CHFU";640;0;5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"CHFU";640;0;2;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;10;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"CHFU";1280;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";640;0;3;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0
"CHFU";640;0;2;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"CHFU";1280;0;2;0;0;5;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"CHFU";960;0;5;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;5;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;6;0;0;10;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3200;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;10;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"CHFU";320;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";2240;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3840;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3200;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;0;0;0;10;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";960;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;3;0;0;10;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";4480;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3520;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2560;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"CHFU";3520;0;2;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;2;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";4160;0;2;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
"CHFU";960;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";4800;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"CHFU";960;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;1;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2880;0;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3520;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";1280;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;3;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;2;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;10;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;15;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";960;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;1;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CHFU";1280;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";5440;0;1;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2560;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;1;0;0;8;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1600;0;2;0;0;10;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";3200;0;2;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;1;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";2240;0;2;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";1920;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";960;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";640;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
