"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE";"plot";"subplot"
"PUPA";138;0;0;0;0;2;0;0;0;1;0;3;0;1;0;0;0;0;1;0;0;0;0;7;"B2"
"PAIN";63;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B2"
"PLCO";382;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"B2"
"PUPA";230;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B3"
"PAIN";126;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B3"
"PLCO";191;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;7;"A5"
"PUPA";92;0;0;0;3;0;0;0;0;0;0;3;0;0;3;0;0;0;1;0;0;0;0;7;"A5"
"PAIN";42;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"A5"
"PLCO";573;0;0;0;4;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;7;"A5"
"PUPA";253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;"A6"
"MESU";19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;7;"A6"
"PAIN";21;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"A6"
"CETE";666;1;0;0;2;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;7;"A6"
"MESU";9;2;0;0;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"B6"
"PLCO";1337;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;7;"B6"
"CETE";1776;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;7;"B3"
"CETE";1110;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;7;"B4"
"PUPA";92;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B4"
"MESU";3;1;0;0;1;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;7;"B4"
"PAIN";63;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B4"
"PLCO";382;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B4"
"CETE";1776;0;0;0;0;0;2;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;7;"B5"
"PUPA";138;0;0;0;3;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;7;"B5"
"PAIN";84;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B5"
"PUPA";138;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B6"
"CETE";555;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B6"
"PAIN";84;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;"B6"
"CETE";999;0;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;"F1"
"PUPA";138;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;"F1"
"MESU";24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;7;"F1"
"PAIN";84;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"F1"
"PUPA";115;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"F2"
"PLCO";764;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7;"F2"
"MESU";4;0;1;0;0;0;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;7;"F2"
"PUPA";115;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"F3"
"PLCO";764;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"F3"
"PAIN";63;0;0;0;0;3;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;7;"F3"
"PLCO";573;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;"F3"
"MESU";13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;7;"F3"
"CETE";444;0;0;0;3;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;"F5"
"PUPA";92;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"F5"
"PLCO";573;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"F5"
"PAIN";42;0;0;0;4;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;"F5"
"MESU";46;0;0;0;0;0;2;6;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;7;"F5"
"PUPA";138;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"F6"
"CETE";444;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"F6"
"PAIN";42;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"F6"
"MESU";30;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;"F6"
"ANAR";525;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;9;"A1"
"PUPA";115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"A1"
"PAIN";63;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;9;"A1"
"ANAR";273;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;9;"A3"
"CETE";333;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;"A3"
"MESU";6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;"A5"
"CETE";666;0;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;9;"A5"
"ANAR";840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"A5"
"ANAR";525;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"A6"
"CETE";222;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"A6"
"PLCO";191;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;9;"A2"
"ANAR";252;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;9;"A2"
"CETE";1776;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;9;"A2"
"ANAR";630;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"A4"
"ACHI";9;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;"A4"
"CETE";999;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"A4"
"CETE";444;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C1"
"PAIN";84;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"PAIN";42;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"C2"
"CETE";1776;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"B1"
"ANAR";1029;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;"B1"
"ACHI";6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"B2"
"CETE";2664;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"B2"
"ANAR";735;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;9;"B2"
"ANAR";1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"B2"
"ACHI";3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"B2"
"CETE";555;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;"B3"
"ANAR";462;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"B3"
"PLCO";764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"B3"
"ANAR";630;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;9;"B4"
"CETE";1332;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"B4"
"PLCO";573;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"B4"
"CETE";1110;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;9;"B5"
"ANAR";315;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"B5"
"CETE";1887;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"B6"
"ANAR";210;0;0;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;9;"B6"
"ANAR";357;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;9;"C2"
"PLCO";573;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"C2"
"CETE";888;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"ANAR";630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"CETE";777;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"CETE";444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"ANAR";252;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;9;"C2"
"ACHI";33;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;9;"C2"
"ACHI";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"PLCO";764;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"D1"
"PLCO";764;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D1"
"PUPA";161;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;"D2"
"PAIN";21;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;9;"D2"
"CETE";1887;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D2"
"CETE";333;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D2"
"CETE";1221;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D3"
"PAIN";21;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D3"
"PLCO";573;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D3"
"ANAR";630;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D3"
"CETE";333;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9;"D4"
"CETE";555;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D5"
"PLCO";191;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D5"
"PUPA";92;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D5"
"ANAR";378;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D5"
"ACHI";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D6"
"PLCO";382;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;"D6"
"PAIN";84;1;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;9;"D6"
"PUPA";368;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"CETE";1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"PAIN";84;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"PLCO";382;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"PLCO";382;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;9;"E1"
"ANAR";1323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"PUPA";483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E2"
"PLCO";764;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"E3"
"PLCO";382;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E3"
"PUPA";414;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"F1"
"PLCO";573;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;"F1"
"CHFU";64;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F1"
"PLCO";573;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F2"
"PLCO";764;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;"F2"
"PLCO";573;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;"F3"
"PLCO";764;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F3"
"PAIN";63;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;"F3"
"PAIN";105;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;"F3"
"PLCO";573;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F4"
"CETE";888;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F4"
"ANAR";588;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F5"
"CETE";666;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F5"
"ANAR";1092;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"F5"
"CETE";777;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E3"
"PAIN";252;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E3"
"CETE";1776;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E4"
"CETE";2331;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E4"
"ANAR";1344;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E4"
"PLCO";191;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E4"
"PUPA";161;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"E5"
"PUPA";276;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;"E5"
"CETE";555;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"E5"
"ANAR";798;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"E5"
"PUPA";253;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"ACHI";5;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;9;"E6"
"ANAR";231;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"ACHI";12;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"ANAR";420;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"CETE";222;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"PAIN";84;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F5"
"PUPA";736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F6"
"CETE";1776;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F6"
"ANAR";1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;"F6"
"PAIN";63;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;8;"E1"
"CETE";1887;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E1"
"PUPA";115;2;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8;"E1"
"MESU";17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;"E1"
"PLCO";573;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;"E1"
"CETE";1221;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E3"
"PUPA";115;0;0;0;0;3;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;8;"E3"
"MESU";11;0;0;0;0;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"E3"
"PAIN";21;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;"E3"
"PUPA";322;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"E5"
"CETE";1443;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8;"E5"
"PAIN";42;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;8;"E5"
"MESU";10;0;0;0;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;8;"E5"
"CETE";333;0;0;0;1;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;8;"E2"
"PUPA";69;0;0;0;0;4;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;"E2"
"MESU";14;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"E2"
"MESU";22;0;0;0;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;8;"E4"
"PUPA";161;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;8;"E4"
"CETE";1332;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"E4"
"PLCO";1146;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"E4"
"CETE";666;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;"E6"
"PAIN";63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E6"
"PUPA";161;0;0;0;3;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;8;"E6"
"MESU";27;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"E6"
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"A1"
"CHFU";320;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"A2"
"CHFU";640;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"A3"
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"A5"
"CHFU";640;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"B1"
"CHFU";640;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"B2"
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"B3"
"CHFU";2240;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"B4"
"CHFU";320;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"B5"
"CHFU";320;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C1"
"CHFU";320;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C2"
"CHFU";960;0;1;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C3"
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C4"
"CHFU";640;0;2;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C5"
"CHFU";640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C6"
"CHFU";960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D1"
"CHFU";960;0;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D2"
"CHFU";960;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D3"
"CHFU";320;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D4"
"CHFU";640;0;2;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D5"
"CHFU";640;0;1;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D6"
"CHFU";640;0;2;0;0;15;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"E1"
"CHFU";320;0;1;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"E2"
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"E3"
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"E4"
"CHFU";2880;0;2;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"E5"
"CHFU";960;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"E6"
"CHFU";320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"F1"
"CHFU";320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"F2"
"CHFU";320;0;1;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"F3"
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;"F4"
"CHFU";640;0;1;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"F5"
"CHFU";1600;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"F6"
"CHFU";320;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"A1"
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"A2"
"CHFU";640;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"A3"
"CHFU";1280;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"A4"
"CHFU";1600;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"A5"
"CHFU";960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"A6"
"CHFU";640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"B1"
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"B2"
"CHFU";1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"B3"
"CHFU";320;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"B4"
"CHFU";1920;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"C1"
"CHFU";640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"C2"
"CHFU";960;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"C3"
"CHFU";640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"C4"
"CHFU";960;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"D1"
"CHFU";640;0;1;0;0;8;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"D2"
"CHFU";640;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"D3"
"CHFU";1280;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"D4"
"CHFU";320;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"E1"
"CHFU";960;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"E2"
"CHFU";640;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"E3"
"CHFU";960;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"E4"
"CHFU";640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"E6"
"CHFU";320;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;"F1"
